TrialId,Scenario,001 Please choose your gender. a)Male b)Female,002 Please enter your age.,003 Education. Please choose one. a)Some school but no degree  b)High school graduate  c)Some college but no degree  d)Bachelor’s degree e)Master’s degree f)Professional degree  g)Doctorate  h)Other,004 Employment status. Please choose one. a)Employed full-time  b)Employed part-time  c)Self-employed  d)Homemaker  e)Student  f)Retired  g)Unemployed  h)Other,"005 Annual gross household income. Please choose one. a)Less than $20,000  b)$20,000 to $34,999  c)$35,000 to $49,999  d)$50,000 to $74,999  e)$75,000 to $99,999  f)$100,000 or more",006 What is your average daily Internet usage in hours? Choose one of the answers below. a)Less than an hour b)1–2 h c)2–4 h d)4–6 h e)More than 6 h,007 How many times did you purchase products online in the last 12 months? Choose one of the answers below. a)Never b)Once or twice c)3–6 times d)Monthly e)Bi-Weekly f)Weekly,"008 What amount did you spend online in the last 12 months? Choose one of the answers below. a)0$ b)1–50$ c)51–100$ d)101–200$ e)201–500$ f)501–1,000$ g)Over 1,000$",009 Which social networks do you use on a regular basis (at least once a week)? Choose one or multiple answers below. a)Facebook b)Instagram c)Twitter d)Snapchat e)LinkedIn f)None of these,"010 How sensitive would you consider the ""Device used"" as an information source for personalized price discrimination? (1 = Not sensitive, 7 = Very sensitive)","011 How sensitive would you consider the ""Geograhical Location"" as an information source for personalized price discrimination? (1 = Not sensitive, 7 = Very sensitive)","012 How sensitive would you consider the ""Past browsing behavior"" as an information source for personalized price discrimination? (1 = Not sensitive, 7 = Very sensitive)","013 How sensitive would you consider the ""Past shopping behavior"" as an information source for personalized price discrimination? (1 = Not sensitive, 7 = Very sensitive)","014 How sensitive would you consider the ""Social Media Data"" as an information source for personalized price discrimination? (1 = Not sensitive, 7 = Very sensitive)","015 How willing would you be to provide your ""Device used"" as information to the marketer? (1 = Not willing to provide, 7 = Very willing to provide)","016 How willing would you be to provide your ""Geograhical Location"" as information to the marketer? (1 = Not willing to provide, 7 = Very willing to provide)","017 How willing would you be to provide your ""Past browsing behavior"" as information to the marketer? (1 = Not willing to provide, 7 = Very willing to provide)","018 How willing would you be to provide your ""Past shopping behavior"" as information to the marketer? (1 = Not willing to provide, 7 = Very willing to provide)","019 How willing would you be to provide your ""Social Media Data"" as information to the marketer? (1 = Not willing to provide, 7 = Very willing to provide)","020 The price I paid was… (1 = Extremely Unfair, 7 = Extremely Fair)","021 The price I paid was… (1 = Extremely Unacceptable, 7 = Extremely Acceptable)","022 The price I paid was… (1 = Extremely Unreasonable, 7 = Extremely Reasonable)","023 How likely would you be to buy something from this online shop? (1 = Very Unlikely, 7 = Very Likely)","024 How likely would you be to shop at this online shop in the future? (1 = Very Unlikely, 7 = Very Likely)","025 How likely would you be to return to this online shop? (1 = Very Unlikely, 7 = Very Likely)","026 Before making a purchase decision in the future, I would visit other sites to check their prices. (1 = Very Unlikely, 7 = Very Likely)","027 Before making a purchase decision in the future, I would search for more information about the prices of alternatives. (1 = Very Unlikely, 7 = Very Likely)","028 Before making a purchase decision in the future, I would visit other retailers for a lower price. (1 = Very Unlikely, 7 = Very Likely)","029 To me buying a new smartphone is… (1 = Unimportant, 7 = Important)","030 To me buying a new smartphone is… (1 = Boring, 7 = Interesting)","031 To me buying a new smartphone is… (1 = Irrelevant, 7 = Relevant)","032 To me buying a new smartphone is… (1 = Unexciting, 7 = Exciting)","033 To me buying a new smartphone is… (1 = Unappealing, 7 = Appealing)","034 To me buying a new smartphone is… (1 = Mundane, 7 = Fascinating)","035 To me buying a new smartphone is… (1 = Worthless, 7 = Valuable)",036 What is the price you paid for your new smartphone? Choose one of the answers below. a)$80 b)$100 c)$120,"037 The scenario presented is easy to understand. (1 = Strongly Disagree, 7 = Strongly Agree)","038 The scenario presented seems realistic to me, regardless of the prices stated. (1 = Strongly Disagree, 7 = Strongly Agree)"
131,Disadvantaged Customer,"b) Female, as specified in the instructions.",23,"d) Bachelor’s degree, as specified in the instructions.","a) Employed full-time, consistent with a high income level.","f) $100,000 or more, consistent with high income level.","d) 4–6 h, typical for someone who conducts extensive online shopping research.","d) Monthly, reflecting familiarity with the online shop from previous purchases.","g) Over 1,000$, consistent with a high income level and frequent online shopping.",a b e) Facebook Instagram LinkedIn - common networks used by a 23-year-old professional female.,5 Device used feels fairly sensitive since it can reveal personal habits.,6 Geographical location is quite sensitive as it may reveal where I live and affect pricing unfairly.,6 Past browsing behavior is very sensitive since it reflects private interests and habits.,5 Past shopping behavior is fairly sensitive as it shows my purchasing patterns.,7 Social media data is very sensitive as it contains a lot of personal information.,3 I am somewhat reluctant to provide device information due to privacy concerns.,2 I am quite unwilling to share my geographical location due to privacy and security reasons.,2 I am not willing to provide past browsing behavior because it feels very private.,3 I am somewhat hesitant to share past shopping behavior but might consider it for benefits.,1 I am not willing to provide social media data as it feels too personal and invasive.,2 The price I paid feels unfair compared to my friend’s lower price.,2 The price I paid feels unacceptable given the price difference with my friend.,2 The price I paid seems unreasonable due to the significant price gap.,3 I would be somewhat unlikely to buy again because of the unfair price difference.,3 I am somewhat unlikely to shop there in future due to the pricing discrepancy.,3 I am somewhat unlikely to return because of the unfair pricing experience.,7 I am very likely to compare prices on other sites before buying again.,7 I am very likely to research alternative prices before future purchases.,7 I am very likely to check other retailers to find better prices in the future.,6 Buying a new smartphone is important as it is significant for my daily life and work.,5 Buying a new smartphone is interesting because I like technology and features.,6 Buying a new smartphone is relevant as it affects my communication and productivity.,5 Buying a new smartphone is exciting because it involves new technology and possibilities.,6 Buying a new smartphone is appealing due to the latest features and design.,5 Buying a new smartphone is fascinating because of the innovation involved.,6 Buying a new smartphone is valuable as it improves my connectivity and efficiency.,"b) $100, as stated in the scenario.",7 The scenario is clear and straightforward to understand.,7 The scenario seems realistic as price differences can occur online.
132,Disadvantaged Customer,"b) Female, as stated in my profile.",39,"b) High school graduate, as stated before.","a) Employed full-time, reflecting my middle income level.","c) $35,000 to $49,999, consistent with middle-income level.","c) 2–4 h, as I spend a fair amount of time online researching and using my new smartphone.","c) 3–6 times, as I have experience buying products online but not very frequently.","d) 101–200$, as I have made multiple smaller purchases including the $100 smartphone.","a) Facebook b) Instagram, I stay connected with friends and family on these platforms.",5 I consider the device used moderately sensitive because it can reveal personal preferences and habits.,6 Geographical location feels quite sensitive since it can reveal where I live or am at a certain time.,6 Past browsing behavior is fairly sensitive because it tracks my interests and online activities.,5 I think past shopping behavior is moderately sensitive as it shows my purchasing habits but is less personal than other data.,7 Social media data is very sensitive because it contains a lot of personal information and opinions.,"4 I am somewhat willing to provide device information since it's less personal, but I am cautious.",2 I am not very willing to provide my geographical location due to privacy concerns.,3 I am hesitant to share past browsing behavior because it feels quite private.,4 I am somewhat willing to provide past shopping behavior since it relates to transactions I've made.,2 I am not willing to provide social media data due to its highly personal nature.,"2 The price seems unfair to me, especially since my friend paid much less for the same phone.",2 I find the price I paid quite unacceptable given the price difference with my friend.,2 The price I paid feels unreasonable compared to my friend's $80 price.,3 I would be somewhat unlikely to buy from this online shop again due to the pricing difference.,3 I am somewhat unlikely to shop here again because of the price discrepancy.,3 I feel somewhat unlikely to return given the unfair pricing experience.,7 I am very likely to compare prices on other sites before buying again.,7 I would very likely search for price information on alternatives before deciding.,7 I am very likely to visit other retailers to find lower prices before buying.,6 Buying a new smartphone is important to me as it's a significant purchase.,5 I find buying a new smartphone somewhat interesting because of the features and options.,6 Buying a new smartphone is relevant to my daily life and communication needs.,5 Buying a new smartphone is fairly exciting because I look forward to using new technology.,5 Buying a new smartphone is quite appealing as it improves my connectivity and convenience.,4 Buying a new smartphone is somewhat interesting but not fascinating for me.,6 Buying a new smartphone is valuable to me as it serves many important functions.,"b) $100, which is what I actually paid for the smartphone.",7 The scenario is very clear and easy to understand.,"6 The scenario seems quite realistic, as price differences can happen in online shopping."
133,Favored Customer,"b) Female, as specified in my profile.",28,"d) Bachelor’s degree, as stated in my profile.","a) Employed full-time, reflecting my middle-income status.","d) $50,000 to $74,999, consistent with a middle income level.","c) 2–4 h, typical for someone who researches products online and uses the Internet regularly.","c) 3–6 times, reflecting occasional but regular online shopping habits.","e) 201–500$, consistent with moderate online spending including purchasing the smartphone.","a b e, I regularly use Facebook, Instagram, and LinkedIn to keep in touch and network.","5, device information feels quite personal and could be used to tailor prices unfairly.","6, geographical location can reveal socioeconomic status and affect pricing significantly.","6, past browsing shows interests and intent, making it very sensitive for price discrimination.","6, past shopping reveals spending habits and can impact price fairness.","7, social media data is very personal and sensitive for pricing decisions.","3, I am somewhat hesitant to share device information due to privacy concerns.","2, I am mostly unwilling to share my geographical location because of privacy concerns.","2, I am quite reluctant to share past browsing history with marketers.","3, I am somewhat hesitant to provide past shopping data but might consider it if I see benefits.","1, I am not willing at all to provide my social media data to marketers.","7, paying $100 for the smartphone felt extremely fair to me.","7, the price I paid was extremely acceptable.","7, I found the price very reasonable based on my research.","4, I am somewhat hesitant to buy again due to the price discrepancy with my friend.","5, I am somewhat likely to shop there again but would be cautious.","5, I might return but with some reservations about pricing fairness.","7, I would very likely check multiple sites to ensure fair pricing.","7, I am very likely to research prices of alternatives thoroughly before buying.","7, I would definitely look for lower prices at other retailers before deciding.","6, buying a new smartphone is quite important to me.","5, I find buying a new smartphone somewhat interesting.","6, buying a new smartphone is relevant to my needs and lifestyle.","5, purchasing a new smartphone is moderately exciting for me.","6, buying a new smartphone feels quite appealing to me.","4, I find buying a new smartphone somewhat average, not very fascinating.","7, buying a new smartphone is very valuable to me given its usefulness.","b) $100, as stated in the scenario.","7, the scenario was very clear and easy to understand.","7, the situation with different prices from the same shop seems realistic to me."
134,Disadvantaged Customer,"a) Male, as I identify as male.",25,"b) High school graduate, as I completed high school.","a) Employed full-time, I work full-time.","f) $100,000 or more, I have a high income level.","e) More than 6 h, I use the internet extensively every day.","d) Monthly, I make online purchases regularly each month.","g) Over 1,000$, as I shop online frequently.","a b e) Facebook Instagram LinkedIn, I use these networks regularly.",5 Device type feels fairly sensitive as it reveals what tech I own.,6 Location is quite sensitive because it reveals where I live or am at a given time.,"6 Past browsing shows my interests and habits, which feels quite sensitive.","6 Past shopping behavior reveals my preferences and spending habits, so it's quite sensitive.",7 Social media data is very sensitive as it contains personal and social information.,3 I'm somewhat reluctant to share device info due to privacy concerns.,"2 Location is quite private, so I'm reluctant to share it.","2 Past browsing is personal data, so I'm not willing to share it.",3 I might share shopping behavior if it leads to relevant offers but remain cautious.,1 Social media data feels very personal; I'm not willing to provide it.,2 The price feels unfair since my friend paid less for the same product.,2 The price is unacceptable given the price difference shown by my friend.,2 It's unreasonable to pay more than what my friend did for the same item.,"3 Because of the price disparity, I’m doubtful but might still consider buying.",3 I would be cautious and less likely to shop here again soon.,3 The price discrepancy makes me hesitant to return.,"7 Definitely, I would compare prices thoroughly before buying again.","7 Very likely, I want to be sure I'm getting a fair price.",7 I would actively seek lower prices at other retailers.,6 Buying a new smartphone is important because it's a key device in daily life.,5 It's interesting as I like exploring new features and models.,6 It is relevant since it impacts communication and lifestyle.,5 It's moderately exciting to get a new phone with fresh features.,6 Buying a new smartphone is appealing due to the technology and benefits it offers.,4 It's somewhat mundane but has moments of fascination with new tech.,6 It's valuable as it enhances communication and productivity.,"b) $100, which is the price I actually paid.",7 The scenario is clear and easy to understand.,6 The scenario feels realistic based on experiences with online pricing.
135,Favored Customer,b) Female,27,e) Master’s degree - highest education level achieved,a) Employed full-time - currently working full-time,"f) $100,000 or more - indicates high income level",d) 4–6 h - typical range for frequent internet user,d) Monthly - regular online shopper,"g) Over 1,000$ - consistent with high income and frequent purchases","a b e - Facebook, Instagram, LinkedIn for personal and professional use",5 - I consider device used somewhat sensitive because it can reveal personal preferences and status.,6 - Location is quite sensitive as it can reveal where I live and my routines.,"6 - Past browsing reveals interests and habits, which feels quite personal.",5 - Past shopping shows my buying habits but feels a bit less sensitive than browsing.,"6 - Social media data is very personal and sensitive, so I rate it high.",4 - I am somewhat willing to provide device information as it feels moderately invasive.,3 - I am hesitant to share my location due to privacy concerns.,2 - I am not very willing to share browsing history as it feels too personal.,3 - I’m somewhat reluctant to share past shopping data because it’s private.,2 - I’m not willing to share social media data as it feels very personal.,7 - Paying $100 instead of $120 feels extremely fair to me.,7 - The price I paid is completely acceptable to me.,7 - I find the price I paid very reasonable.,7 - I am very likely to buy again from this familiar and fair-priced online shop.,7 - I would very likely shop at this online shop again in the future.,7 - I am very likely to return to this online shop.,7 - I would very likely compare prices on other sites before buying again.,7 - I would very likely research alternative prices before deciding in the future.,7 - I would very likely check other retailers for better prices before purchasing again.,6 - Buying a new smartphone is important to me because it is a significant and useful device.,6 - Buying a new smartphone feels interesting due to the technology and features.,7 - Buying a new smartphone is highly relevant to my daily life and work.,6 - Buying a new smartphone is exciting because I look forward to using the latest technology.,6 - Buying a new smartphone is appealing because of its usefulness and design.,5 - Buying a new smartphone is somewhat fascinating due to its innovation.,7 - Buying a new smartphone is very valuable to me for communication and productivity.,b) $100 - that is the price I paid for the smartphone.,7 - The scenario is very clear and easy to understand.,7 - The scenario seems very realistic to me even with the price differences.
136,Favored Customer,b) Female,24,b) High school graduate,a) Employed full-time,"f) $100,000 or more",c) 2–4 h I use the internet moderately for work and leisure.,d) Monthly I shop online regularly for convenience.,"g) Over 1,000$ I tend to spend significantly on online purchases annually.",a b Instagram and Facebook are my main platforms.,5 Device used feels quite sensitive as it can reveal personal habits.,6 Geographical location is very sensitive since it affects pricing significantly.,6 Past browsing behavior is quite sensitive as it reflects personal interests.,5 Past shopping behavior is somewhat sensitive as it reveals buying habits.,7 Social media data is very sensitive as it includes personal and social information.,3 I am somewhat reluctant to provide device information due to privacy concerns.,2 I am not willing to share my geographical location because of privacy and security concerns.,2 I prefer not to share my past browsing behavior to protect my privacy.,4 I am somewhat willing to provide past shopping behavior if it improves my experience.,1 I am not willing to provide social media data due to privacy risks.,7 The price I paid was fair compared to others paying more.,7 The price I paid was acceptable since it was lower than my friend's.,7 The price was reasonable given the quality and market value of the smartphone.,6 I am likely to buy again since I had a good experience and a fair price.,6 I am likely to shop here again because of trust and previous positive experiences.,6 I would likely return as I am familiar and satisfied with their service.,7 I would very likely compare prices on other sites before buying again.,7 I am very likely to research prices of alternatives before buying to get the best deal.,7 I am very likely to check other retailers to find a lower price before purchasing.,6 Buying a new smartphone is important as it is a key tool for daily life.,5 Buying a new smartphone is somewhat interesting due to technology and features.,7 Buying a new smartphone is very relevant because it impacts my communication and work.,5 Buying a new smartphone is moderately exciting because of new possibilities and upgrades.,6 Buying a new smartphone is appealing because it improves my daily life and status.,4 Buying a new smartphone is somewhat mundane but has moments of fascination with new features.,7 Buying a new smartphone is valuable as it enhances my connectivity and productivity.,b) $100 I paid $100 for the smartphone as stated.,7 The scenario was clear and easy to understand.,6 The scenario seems realistic as price differences can occur online.
137,Same Price,a) Male as stated in my profile.,26,e) Master’s degree as mentioned in my profile.,a) Employed full-time because I have a high income level.,"f) $100,000 or more because my income level is high.",d) 4–6 h as I do quite a bit of online research and work.,d) Monthly as I am familiar with the online shop from previous purchases.,"g) Over 1,000$ since I have a high income and purchase frequently online.",a b e) Facebook Instagram LinkedIn are social networks I use regularly.,"3 The device used is somewhat sensitive, but not highly so, since it is common information in online shopping.",5 Geographical location feels fairly sensitive because it can reveal personal whereabouts and influence pricing.,6 Past browsing behavior is quite sensitive since it reveals personal interests and habits closely.,5 Past shopping behavior is fairly sensitive as it reflects my spending habits and preferences.,"6 Social media data is very sensitive as it contains personal opinions, relationships, and interests.",5 I am fairly willing to provide device information since it's common in shopping contexts.,3 I am somewhat reluctant to share my geographical location due to privacy concerns.,2 I am generally unwilling to share my past browsing behavior because it feels very personal.,4 I am moderately willing to share past shopping behavior since it helps improve recommendations but still feels private.,2 I am largely unwilling to provide social media data due to its very personal nature.,7 The price I paid was extremely fair since both my friend and I paid $100 for the same smartphone at the same time.,7 The price I paid was extremely acceptable as it matched my expectations and my friend's invoice.,7 The price I paid was extremely reasonable given the product and market standards.,7 I am very likely to buy from this online shop again since the experience was fair and satisfactory.,7 I am very likely to shop at this online shop in the future due to positive past experiences.,7 I am very likely to return to this online shop based on consistent fair pricing and positive experience.,6 I am very likely to compare prices on other sites before making a future purchase to ensure the best deal.,7 I am very likely to search for more information about prices of alternatives to make an informed decision.,7 I am very likely to visit other retailers to find a lower price before buying again.,6 Buying a new smartphone is important to me as it affects my connectivity and productivity.,5 Buying a new smartphone is interesting because I enjoy technology and staying updated.,7 Buying a new smartphone is highly relevant to me as it impacts my daily life and work.,5 Buying a new smartphone is exciting since I look forward to new features and technology.,6 Buying a new smartphone is appealing because I value having up-to-date and efficient technology.,5 Buying a new smartphone is fascinating as I enjoy exploring new tech products.,7 Buying a new smartphone is valuable to me as it supports communication and productivity.,b) $100 as stated in the scenario.,7 I strongly agree that the scenario presented is easy to understand.,7 I strongly agree that the scenario presented seems realistic regardless of the prices stated.
138,Same Price,b) Female,41,b) High school graduate,a) Employed full-time,"c) $35,000 to $49,999",c) 2–4 h I use the internet commonly for browsing and apps,c) 3–6 times I shop online occasionally for convenience,d) 101–200$ I buy moderate priced items online occasionally,a) Facebook b) Instagram I use these to keep in touch and follow interests,5 Device used is somewhat sensitive because it reveals personal preferences and usage patterns.,6 Geographical location feels quite sensitive as it can reveal my exact whereabouts and affect pricing unfairly.,6 Past browsing behavior is quite sensitive since it reflects personal interests and habits.,5 Past shopping behavior is somewhat sensitive because it reveals purchasing habits but feels less personal than browsing.,"6 Social media data is quite sensitive as it contains personal, social, and preference details.",3 I am somewhat hesitant to provide device info as it may lead to tracking.,2 I am not willing to provide my geographical location due to privacy concerns.,2 I am reluctant to share past browsing behavior because it feels intrusive.,4 I might be somewhat willing to provide past shopping behavior if it improves the shopping experience.,2 I would be unwilling to provide social media data due to privacy and personal content.,7 The price I paid was fair since it matched my friend's and seemed reasonable.,7 The price I paid was acceptable as it matched what others paid for the same product.,7 The price I paid was reasonable because it aligned with the market price and my friend's price.,7 I am very likely to buy from this online shop again since I trust it and had a good experience.,7 I am very likely to shop here again because of the good past experience and fair pricing.,7 Very likely to return as I had a smooth purchase and fair price.,6 I am likely to check other sites to ensure I get the best price.,7 I am very likely to research prices of alternatives to make an informed decision.,6 I am likely to check other retailers to find a better price if possible.,6 Buying a new smartphone is important because it is essential for daily communication and tasks.,5 Buying a new smartphone is interesting as I enjoy researching technology and features.,6 Buying a new smartphone is relevant to me because it affects my connectivity and productivity.,5 Buying a new smartphone is exciting because it involves new technology and upgrades.,6 Buying a new smartphone is appealing as it allows me to have better features and stay updated.,4 Buying a new smartphone is somewhat fascinating because of the technology but also routine for me.,6 Buying a new smartphone is valuable because it enhances my daily communication and efficiency.,b) $100 I paid this price as the scenario states.,7 The scenario was clear and easy to understand.,7 The scenario seems realistic as it reflects common online shopping experiences.
139,Disadvantaged Customer,"a) Male, as stated in my profile.",37,"b) High school graduate, as indicated in my profile.","a) Employed full-time, typical for someone with middle income.","d) $50,000 to $74,999, appropriate for middle income.","c) 2–4 h, common for someone who does extensive online research.","c) 3–6 times, reflecting regular but not excessive online shopping.","e) 201–500$, reasonable for multiple purchases over a year.","a) Facebook b) Instagram, common choices for someone my age and profile.",5 Device used feels fairly sensitive because it can reveal habits and preferences.,6 Geographical location is quite sensitive because it can determine pricing based on regional income levels or other factors.,5 Past browsing behavior is fairly sensitive as it reveals interests and intent.,5 Past shopping behavior is fairly sensitive since it shows purchasing patterns.,6 Social media data is quite sensitive due to personal and social information it contains.,3 Not very willing because it feels somewhat intrusive.,2 Not willing to provide because location data is quite personal.,"3 Not very willing, it feels too revealing of my interests.",4 Somewhat willing as it relates to buying habits which I find less invasive.,2 Not willing because social media data is very personal.,2 The price feels unfair given my friend's lower price for the same product.,2 The price feels unacceptable because it is higher than my friend’s price.,2 The price seems unreasonable since my friend paid less for the same item.,3 Less likely because the price discrepancy raises trust concerns.,3 Unlikely to shop again soon due to feeling treated unfairly.,3 I am unlikely to return because of the price difference with my friend.,"7 Very likely, I will compare prices to avoid overpaying again.","7 Very likely, to ensure I find the best deal available.",7 Very likely to look for better prices elsewhere next time.,6 Buying a new smartphone is important as it is essential for my daily activities.,5 Buying a new smartphone is interesting as it involves exploring features and options.,6 Buying a new smartphone is relevant because it affects my communication and productivity.,5 Buying a new smartphone is moderately exciting due to new technology features.,5 Buying a new smartphone is appealing because it upgrades my device.,4 Buying a new smartphone is somewhat mundane but has moments of fascination.,6 Buying a new smartphone is valuable because it enhances my daily life.,"b) $100, as stated in the scenario.",7 The scenario is clear and straightforward.,6 The scenario seems realistic as price variations can occur online.
14,Disadvantaged Customer,a) Male because that matches my identity.,50,b) High school graduate because that is my highest education level.,a) Employed full-time because I work full-time.,"c) $35,000 to $49,999 because that fits my middle income level.",c) 2–4 h because I typically spend a moderate amount of time online daily.,c) 3–6 times because I shop online occasionally throughout the year.,d) 101–200$ because I spend a moderate amount on online purchases annually.,a) Facebook because I use it to stay connected with friends regularly.,4 because I think it is somewhat sensitive but not very critical.,5 because I find geographic location moderately sensitive for pricing differences.,6 because past browsing behavior reveals personal preferences that feel quite private.,6 because my past shopping behavior is personal and sensitive data.,7 because social media data is very personal and sensitive.,3 because I am hesitant to share device information with marketers.,3 because I have some concerns about sharing my location data.,2 because I prefer to keep my browsing behavior private.,2 because I am cautious about sharing my shopping habits.,1 because social media data is very private and I would not share it with marketers.,2 because paying $100 when my friend paid $80 feels unfair to me.,2 because I find the higher price I paid less acceptable compared to my friend.,2 because paying more than my friend for the same product seems unreasonable.,3 because the price difference makes me less confident in buying again.,3 because the unfair pricing reduces my trust in the retailer.,3 because the price discrepancy makes me hesitant to return.,7 because I want to avoid paying more than necessary.,7 because I want to be well informed to get the best price.,7 because I want to find the best deal available.,6 because a new smartphone is important for staying connected and efficient.,5 because I find selecting a new smartphone somewhat interesting.,6 because purchasing a smartphone is relevant to my daily life and communication needs.,4 because buying a smartphone is moderately exciting but not thrilling.,5 because I find buying a new smartphone fairly appealing.,4 because it is somewhat fascinating but also routine.,6 because a new smartphone is valuable for its utility and connectivity.,b) $100 because that is the price I paid for the smartphone.,7 because the scenario about the price difference is clear and straightforward.,7 because such pricing differences between friends can happen in online shopping.
140,Favored Customer,"a) Male, as stated in my profile.",50,"b) High school graduate, according to my background information.","a) Employed full-time, assuming my high income level and typical status for my profile.","f) $100,000 or more, reflecting my high income level.","c) 2–4 h, a reasonable amount for someone researching and buying online.","d) Monthly, consistent with my profile as a regular online shopper.","g) Over 1,000$, matching my high income and frequent online shopping.","a e) Facebook and LinkedIn, as they are popular among my age group and professional status.",5 Device used feels fairly sensitive since it can reveal personal habits and preferences.,6 Geographical location is quite sensitive because it can reveal my home and travel patterns.,6 Past browsing behavior is very sensitive as it reflects personal interests and shopping habits.,6 Past shopping behavior is quite sensitive since it shows what and when I buy.,"7 Social media data is very sensitive because it includes personal opinions, networks, and activities.",3 I am somewhat unwilling because I value my privacy regarding device information.,2 I am mostly unwilling to provide my geographical location because it feels intrusive.,2 I am mostly unwilling to share past browsing behavior as it is quite personal.,3 I am somewhat unwilling to provide past shopping behavior due to privacy concerns.,1 I am not willing to provide social media data because it is very private information.,"5 The price I paid was fairly reasonable, though slightly surprised my friend paid more.",6 The price I paid was quite acceptable given the model and general online prices.,7 The price I paid was very reasonable compared to typical smartphone prices.,6 I am very likely to buy again since I know the shop and got a good price.,6 I am very likely to continue shopping there due to familiarity and trust.,6 I am very likely to return because of positive past experiences.,7 I am very likely to compare prices on other sites before buying again.,7 I am very likely to research alternative prices before deciding.,7 I am very likely to check other retailers for better prices before buying.,6 Buying a new smartphone is important to me for staying connected and updated.,"5 Buying a new smartphone is moderately interesting, as I enjoy new technology but also want practicality.",6 Buying a new smartphone is relevant to me because it affects my daily communication and productivity.,5 Buying a new smartphone is somewhat exciting as it involves new features and technology.,5 Buying a new smartphone is fairly appealing because of the benefits it offers.,4 Buying a new smartphone is somewhat mundane but still has interesting aspects.,6 Buying a new smartphone is valuable for maintaining connectivity and accessing modern features.,"b) $100, as stated in the scenario.",7 The scenario was clear and easy to understand.,6 The scenario seems realistic since price differences in online shops are common.
141,Same Price,"b) Female, as stated in my profile.",20,"b) High school graduate, as mentioned in my profile.","h) Other - Widowed as per my profile status, with income level described as Middle.","c) $35,000 to $49,999, consistent with middle income level.","c) 2–4 h, typical for researching and online shopping.","c) 3–6 times, reflecting moderate online shopping frequency.","d) 101–200$, considering the $100 smartphone purchase and some other purchases.","a b) Facebook and Instagram, popular social networks for my age and social interaction.",4 Device used feels moderately sensitive for personalized pricing decisions.,5 I consider geographical location fairly sensitive for personalized pricing.,6 Past browsing behavior feels quite sensitive for personalized pricing.,6 Past shopping behavior is quite sensitive for personalized price discrimination.,7 Social media data is very sensitive for personalized pricing.,3 I am somewhat reluctant to provide device information to marketers.,2 I am not very willing to share my geographical location with marketers.,2 I am reluctant to share my past browsing behavior with marketers.,3 I am somewhat cautious about providing past shopping behavior data to marketers.,1 I am not willing to provide my social media data to marketers.,7 The price I paid was extremely fair.,7 The price I paid was extremely acceptable.,7 The price I paid was extremely reasonable.,7 I am very likely to buy from this online shop again.,7 I am very likely to shop at this online shop in the future.,7 I am very likely to return to this online shop.,6 I am very likely to visit other sites to check prices before purchasing.,6 I am very likely to search for price information about alternatives before buying.,6 I am very likely to visit other retailers for a lower price before buying.,6 Buying a new smartphone is important to me.,5 Buying a new smartphone is interesting to me.,6 Buying a new smartphone is relevant to me.,5 Buying a new smartphone is exciting to me.,6 Buying a new smartphone is appealing to me.,4 Buying a new smartphone is moderately fascinating to me.,6 Buying a new smartphone is valuable to me.,"b) $100, as stated in the scenario.",7 I strongly agree that the scenario is easy to understand.,6 I agree the scenario seems realistic regardless of the prices.
142,Same Price,a)Male as I identify as male,39,e)Master’s degree I have completed a Master's program,a)Employed full-time I work full-time for stable income,"d)$50,000 to $74,999 This is a middle income level consistent with my profile",c)2–4 h I spend a moderate amount of time online daily,c)3–6 times I shop online several times a year but not very frequently,d)101–200$ This range matches typical expenditure for multiple online purchases including the phone,a e)Facebook and LinkedIn I use these platforms regularly for social and professional networking,4 Device used is somewhat sensitive as it can reveal preferences but not deeply personal info,6 Geographical location is quite sensitive because it can impact pricing based on where I live and affect fairness,5 Past browsing behavior is fairly sensitive as it reveals interests and shopping intent,5 Past shopping behavior is fairly sensitive as it reflects spending habits and preferences,6 Social media data is quite sensitive because it includes personal opinions and social interactions,4 I am somewhat willing to provide device info since it is not highly private,3 I am not very willing to share my location due to privacy concerns,3 I am reluctant to share past browsing behavior as it is personal and sensitive,4 I am somewhat willing to share past shopping behavior if it improves service or offers,2 I am generally unwilling to share social media data due to privacy and personal boundaries,7 The price I paid was extremely fair as it matched my friend's price and seemed reasonable,"7 The price I paid was extremely acceptable, matching my friend's price exactly","7 The price I paid was extremely reasonable, consistent with market and my friend's payment",7 Very likely as I had a positive experience and a fair price in this shop,7 Very likely because I trust the shop and had no issues with my purchase,7 Very likely to return given my satisfaction with previous purchases,6 I am very likely to check other sites before buying again to ensure the best deal,7 I am very likely to research alternative prices before making future purchases,6 I am very likely to look for lower prices at other retailers before buying again,6 Buying a new smartphone is important as it's a significant personal and tech investment,5 Buying a new smartphone is interesting because of new features and technology involved,6 Buying a new smartphone is relevant as it affects daily communication and productivity,5 Buying a new smartphone is somewhat exciting due to technology and personal use benefits,6 Buying a new smartphone is appealing because of the usefulness and features it offers,4 Buying a new smartphone is somewhat mundane as it is a routine upgrade for me,7 Buying a new smartphone is valuable because it supports my communication and work needs,b)$100 I paid $100 for my new smartphone as mentioned in the scenario,7 I strongly agree the scenario was easy to understand and clear,7 I strongly agree the scenario seems realistic despite the prices stated
