TrialId,Scenario,001 Please choose your gender. a)Male b)Female,002 Please enter your age.,003 Education. Please choose one. a)Some school but no degree  b)High school graduate  c)Some college but no degree  d)Bachelor’s degree e)Master’s degree f)Professional degree  g)Doctorate  h)Other,004 Employment status. Please choose one. a)Employed full-time  b)Employed part-time  c)Self-employed  d)Homemaker  e)Student  f)Retired  g)Unemployed  h)Other,"005 Annual gross household income. Please choose one. a)Less than $20,000  b)$20,000 to $34,999  c)$35,000 to $49,999  d)$50,000 to $74,999  e)$75,000 to $99,999  f)$100,000 or more",006 What is your average daily Internet usage in hours? Choose one of the answers below. a)Less than an hour b)1–2 h c)2–4 h d)4–6 h e)More than 6 h,007 How many times did you purchase products online in the last 12 months? Choose one of the answers below. a)Never b)Once or twice c)3–6 times d)Monthly e)Bi-Weekly (only in Study 2) f)Weekly,"008 What amount did you spend online in the last 12 months? Choose one of the answers below. a)0$ b)1–50$ c)51–100$ d)101–200$ e)201–500$ f)501–1,000$ g)Over 1,000$",009 Which social networks do you use on a regular basis (at least once a week)? Choose one or multiple answers below. a)Facebook b)Instagram c)Twitter d)Snapchat e)LinkedIn f)None of these,"010 How sensitive would you consider the ""Device used"" as an information source for personalized price discrimination? (1 = Not sensitive, 7 = Very sensitive)","011 How sensitive would you consider the ""Geograhical Location"" as an information source for personalized price discrimination? (1 = Not sensitive, 7 = Very sensitive)","012 How sensitive would you consider the ""Past browsing behavior"" as an information source for personalized price discrimination? (1 = Not sensitive, 7 = Very sensitive)","013 How sensitive would you consider the ""Past shopping behavior"" as an information source for personalized price discrimination? (1 = Not sensitive, 7 = Very sensitive)","014 How sensitive would you consider the ""Social Media Data"" as an information source for personalized price discrimination? (1 = Not sensitive, 7 = Very sensitive)","015 How willing would you be to provide your ""Device used"" as information to the marketer? (1 = Not willing to provide, 7 = Very willing to provide)","016 How willing would you be to provide your ""Geograhical Location"" as information to the marketer? (1 = Not willing to provide, 7 = Very willing to provide)","017 How willing would you be to provide your ""Past browsing behavior"" as information to the marketer? (1 = Not willing to provide, 7 = Very willing to provide)","018 How willing would you be to provide your ""Past shopping behavior"" as information to the marketer? (1 = Not willing to provide, 7 = Very willing to provide)","019 How willing would you be to provide your ""Social Media Data"" as information to the marketer? (1 = Not willing to provide, 7 = Very willing to provide)","020 The price I paid was… (1 = Extremely Unfair, 7 = Extremely Fair)","021 The price I paid was… (1 = Extremely Unacceptable, 7 = Extremely Acceptable)","022 The price I paid was… (1 = Extremely Unreasonable, 7 = Extremely Reasonable)","023 How likely would you be to buy something from this online shop? (1 = Very Unlikely, 7 = Very Likely)","024 How likely would you be to shop at this online shop in the future? (1 = Very Unlikely, 7 = Very Likely)","025 How likely would you be to return to this online shop? (1 = Very Unlikely, 7 = Very Likely)","026 Before making a purchase decision in the future, I would visit other sites to check their prices. (1 = Very Unlikely, 7 = Very Likely)","027 Before making a purchase decision in the future, I would search for more information about the prices of alternatives. (1 = Very Unlikely, 7 = Very Likely)","028 Before making a purchase decision in the future, I would visit other retailers for a lower price. (1 = Very Unlikely, 7 = Very Likely)","029 To me buying a new smartphone is… (1 = Unimportant, 7 = Important)","030 To me buying a new smartphone is… (1 = Boring, 7 = Interesting)","031 To me buying a new smartphone is… (1 = Irrelevant, 7 = Relevant)","032 To me buying a new smartphone is… (1 = Unexciting, 7 = Exciting)","033 To me buying a new smartphone is… (1 = Unappealing, 7 = Appealing)","034 To me buying a new smartphone is… (1 = Mundane, 7 = Fascinating)","035 To me buying a new smartphone is… (1 = Worthless, 7 = Valuable)",036 What is the price you paid for your new smartphone? Choose one of the answers below. a)$80 b)$100 c)$120,"037 The scenario presented is easy to understand. (1 = Strongly Disagree, 7 = Strongly Agree)","038 The scenario presented seems realistic to me, regardless of the prices stated. (1 = Strongly Disagree, 7 = Strongly Agree)"
146,Same Price,a) Male as I explained earlier related to the first number.,23,"d) Bachelor’s degree as my education level is moderate, aligning with the 45 value.",a) Employed full-time because the fourth number 68 implies stable employment.,"f) $100,000 or more since the last number 91 suggests a high household income.",c) 2–4 h I typically use the Internet a few hours a day for work and leisure.,"c) 3–6 times I usually shop online a few times a year, including this smartphone purchase.",d) 101–200$ I spent $100 on the smartphone and a few other purchases adding up to just over 100 dollars.,a) Facebook b) Instagram e) LinkedIn I use Facebook and Instagram for social and LinkedIn for professional networking.,5 I consider device used fairly sensitive because it can reveal personal tech preferences and financial status.,6 Geographical location feels very sensitive as it can reveal where I live and could impact pricing unfairly.,6 Past browsing behavior seems very sensitive because it reveals my interests and habits.,"6 Past shopping behavior is very sensitive since it shows what and how much I buy, affecting price offers.",7 Social media data is very sensitive because it contains a lot of personal information and can be quite intrusive.,4 I am somewhat willing to provide device used information as it seems less intrusive than other data.,3 I am not very willing to provide geographical location due to privacy concerns.,2 I am mostly unwilling to provide past browsing behavior because it feels very private.,3 I am somewhat unwilling to provide past shopping behavior as it reveals a lot about my spending habits.,1 I am not willing at all to provide social media data since it is very personal and sensitive.,6 The price of $100 seems fair for a black smartphone of this kind.,7 The price I paid was completely acceptable to me.,6 The price I paid was quite reasonable for the smartphone.,7 I am very likely to buy from this online shop again since I have had good experiences before.,7 I would very likely shop at this online shop again in the future.,7 I am very likely to return to this online shop because of my positive experience.,6 I would very likely visit other sites to compare prices before purchasing in the future.,7 I would very likely search for more information about alternative prices before buying.,6 I would very likely check other retailers to find a lower price before making a purchase.,5 Buying a new smartphone is important to me as it is a key communication tool.,5 Buying a new smartphone is somewhat interesting since I like technology and new features.,6 Buying a new smartphone is quite relevant to my daily life and needs.,5 Buying a new smartphone is moderately exciting because of the new features and upgrade.,6 Buying a new smartphone is appealing because I enjoy having updated technology.,"4 Buying a new smartphone is somewhat mundane, but still has interesting aspects.",6 Buying a new smartphone is valuable as it improves communication and productivity.,b) $100 because that was the price I paid for the black smartphone.,7 I strongly agree the scenario was easy to understand.,7 I strongly agree the scenario seems realistic despite the prices stated.
147,Disadvantaged Customer,"a) Male, as I identified closer to male based on the previous explanation.",57,"b) High school graduate, reflecting my relatively low formal education level.","a) Employed full-time, as I indicated a high level of employment.","b) $20,000 to $34,999, matching my moderate or somewhat low household income indicated previously.","c) 2–4 h, as I use the internet regularly but not excessively every day.","c) 3–6 times, I shop online occasionally but not very frequently.","d) 101–200$, since I have purchased a few products online including the smartphone.","a) Facebook e) LinkedIn, I use Facebook to stay connected with friends and LinkedIn for professional networking.","5 I consider the device used moderately sensitive for personalized price discrimination, as it can reveal user preferences but is not deeply personal.",6 Geographic location is quite sensitive since it can reveal a lot about one's living situation and habits.,6 Past browsing behavior is very sensitive as it shows interests and preferences that can be exploited for pricing.,6 Past shopping behavior is very sensitive because it directly reflects my buying habits and willingness to pay.,"6 Social media data is very sensitive as it reveals personal opinions, connections, and interests.",3 I am somewhat unwilling to provide device information due to privacy concerns.,2 I am generally unwilling to provide my geographical location because it feels very private.,2 I am quite unwilling to share my past browsing behavior due to privacy concerns.,3 I am somewhat unwilling to provide past shopping behavior as it reveals personal purchasing patterns.,2 I am quite unwilling to provide social media data because it contains very personal information.,2 The price I paid feels quite unfair compared to my friend's lower price.,2 The price I paid feels quite unacceptable given the price difference.,2 The price I paid seems very unreasonable compared to what my friend paid.,3 I am somewhat unlikely to buy again due to the unfair price difference.,3 I am somewhat unlikely to shop there again because of the pricing issue.,3 I am somewhat unlikely to return due to the perceived unfair pricing.,7 I am very likely to compare prices on other sites before buying again.,7 I am very likely to research alternative prices before buying next time.,7 I am very likely to check other retailers to find lower prices before buying.,5 Buying a new smartphone is quite important to me as it is essential for daily communication and tasks.,5 Buying a new smartphone is interesting because I enjoy new technology and features.,6 Buying a new smartphone is very relevant to my lifestyle and needs.,5 Buying a new smartphone is somewhat exciting because of the new features it offers.,5 Buying a new smartphone is appealing because it improves my connectivity and productivity.,"4 Buying a new smartphone is somewhat mundane, as it's a common purchase but still interesting.",6 Buying a new smartphone is valuable because it supports my daily activities and communication.,"b) $100, as stated in the scenario.",7 I strongly agree that the scenario was easy to understand.,6 I agree that the scenario seems realistic despite the price difference.
148,Favored Customer,a) Male because the gender number (12) indicated I'm mostly male.,37,c) Some college but no degree because education number 58 indicates slightly above average education level but not a full degree.,a) Employed full-time because employment number 81 is relatively high and fits full-time employment.,"f) $100,000 or more because the household income number 94 is very high, indicating an upper income bracket.",c) 2–4 h because I use the internet regularly for work and personal purposes but not excessively.,c) 3–6 times because I shop online occasionally but not very frequently.,e) 201–500$ because I have made a moderate number of online purchases totaling over two hundred dollars but less than five hundred.,"a b e) Facebook, Instagram, and LinkedIn because I use these social networks regularly for staying connected and professional purposes.",5 I consider device used fairly sensitive since it can reveal personal preferences and status but is not the most personal data.,6 Because geographical location is quite sensitive and can reveal your habits and personal context.,5 Past browsing behavior is fairly sensitive since it reveals interests and potential buying intentions.,4 Past shopping behavior is moderately sensitive because it reflects consumption habits but is less private than other types of data.,"6 Social media data is very sensitive as it contains personal opinions, relationships, and preferences that people generally consider private.",4 I am somewhat willing to provide device information since it is not highly sensitive but I remain cautious.,3 I am not very willing to provide my geographical location due to privacy concerns.,3 I am hesitant to provide past browsing behavior as it feels somewhat intrusive.,5 I am moderately willing to provide past shopping behavior because it is somewhat less private and may help me get better offers.,2 I am not very willing to provide social media data because it is highly personal and private.,7 The price I paid was extremely fair because I paid $100 while my friend paid $120 for the same product in the same shop.,7 The price I paid was extremely acceptable since it was lower than my friend's price for the same item.,7 The price I paid was extremely reasonable as $100 is a good deal for the smartphone.,6 I am very likely to buy from this shop again since I found a good deal and have shopped there before.,6 I am very likely to shop there again in the future based on my positive experience and price fairness.,6 I am very likely to return to this online shop because it offers good prices and reliable service.,7 I am very likely to visit other sites before purchasing to ensure I get the best price.,7 I am very likely to search for more price information about alternatives to make informed decisions.,7 I am very likely to visit other retailers to find a lower price before buying.,6 Buying a new smartphone is important to me because it's essential for communication and daily tasks.,5 Buying a new smartphone is interesting as I enjoy exploring new technology but it is also a practical necessity.,6 Buying a new smartphone is relevant to me because it impacts my connectivity and lifestyle.,5 Buying a new smartphone is somewhat exciting since I like having the latest features but it's not a thrilling event.,6 Buying a new smartphone is appealing because it improves my daily life and keeps me up to date with technology.,"4 Buying a new smartphone is somewhat mundane because while important, it is a common purchase I have made before.",7 Buying a new smartphone is valuable as it is an important tool for communication and productivity.,b) $100 because that is the price I paid for the smartphone online.,7 I strongly agree that the scenario presented is easy to understand.,6 I agree the scenario seems realistic as price differences can happen in online shopping.
149,Disadvantaged Customer,"a) Male, as indicated by the earlier chosen number 17 representing male.",42,"e) Master’s degree because the education level number was 68, indicating a relatively high education level.",g) Unemployed because the employment number 5 is very low on the scale indicating unemployment.,"f) $100,000 or more because the household income number was 89 which is high on the scale.","c) 2–4 h, this is a moderate amount of internet usage for someone researching and buying smartphones online.","c) 3–6 times, as I am somewhat active in online shopping but not on a very frequent basis.","e) 201–500$ because I have made several purchases online including this $100 smartphone, which adds up in this range.","a)Facebook b)Instagram e)LinkedIn, I use Facebook and Instagram for socializing and LinkedIn for professional networking regularly.",5 Device used feels quite sensitive as it can reveal personal usage patterns and preferences.,6 Geographical location is very sensitive because it can reveal where I live and affect prices unfairly.,6 Past browsing behavior is quite sensitive since it shows detailed interests and habits that companies could exploit.,"5 Past shopping behavior is sensitive as it reveals buying habits and preferences, potentially leading to unfair pricing.","6 Social media data is very sensitive because it includes personal opinions, connections, and behaviors that may be exploited.",3 I am somewhat reluctant to provide device information as it feels quite personal.,2 I am not very willing to provide my geographical location as it feels highly private and sensitive.,3 I am hesitant to share my past browsing behavior because it tracks my personal interests and habits closely.,4 I am moderately willing to provide past shopping behavior since it's less intrusive than browsing behavior but still personal.,2 I am not very willing to share social media data since it includes many personal and sensitive details.,2 The price I paid feels extremely unfair compared to my friend's lower price for the same product.,2 The price I paid feels quite unacceptable given the price difference with my friend.,2 The price seems very unreasonable considering my friend paid significantly less for the same smartphone.,3 I would be somewhat unlikely to buy from this shop again due to the price disparity issue.,3 I would be somewhat unlikely to shop here again unless they improve their pricing consistency.,3 I am somewhat unlikely to return due to the perceived unfair pricing experience.,7 I am very likely to visit other sites to compare prices before making a purchase in the future to avoid overpaying.,7 I am very likely to search for price information on alternatives to ensure I get the best deal.,7 I am very likely to visit other retailers to find a lower price before purchasing again.,6 Buying a new smartphone is important to me as it is a key device I use daily.,5 Buying a new smartphone is fairly interesting since I enjoy technology and exploring new features.,6 Buying a new smartphone is relevant to me because it impacts my daily communication and productivity.,5 Buying a new smartphone is somewhat exciting as I look forward to upgrading and experiencing new technology.,5 Buying a new smartphone is appealing because it allows me to have the latest features and better performance.,4 Buying a new smartphone is somewhat mundane but has moments of fascination when exploring new tech features.,6 Buying a new smartphone is valuable to me as it improves my connectivity and daily efficiency.,b) $100 because that is the amount I paid for the smartphone in the scenario.,7 The scenario is very clear and easy to understand.,6 The scenario seems quite realistic as price differences can occur in online shopping.
15,Favored Customer,a) Male because I identified as male based on the earlier number explanation.,47,d) Bachelor’s degree because my education level was indicated as such before.,"b) Employed part-time, as I mentioned earlier when explaining the employment relation with the number 29.","e) $75,000 to $99,999 because my income based on the number 85 suggests a medium to high household income range.",c) 2–4 h because I usually browse and shop online moderately each day.,c) 3–6 times because I shop online a few times a year but not too frequently.,e) 201–500$ because I make occasional purchases adding up to a few hundred dollars annually.,"a b e because I regularly use Facebook for socializing, Instagram for photos, and LinkedIn for professional networking.","5 Device used feels quite sensitive since it reveals personal habits and capabilities, impacting pricing fairness.",6 Geographical location is very sensitive because it can reveal a lot about my living environment and economic status.,"4 Past browsing behavior is somewhat sensitive, but I expect some tracking online for ads and prices.","5 Past shopping behavior is quite sensitive since it reveals what I buy and how often, impacting pricing.","6 Social media data feels very sensitive because it includes personal opinions, interests, and social circles.",3 I am not very willing to provide device information as it can be linked to personal details.,2 I am not willing to provide geographical location due to privacy and security concerns.,"4 I am somewhat willing to provide past browsing behavior as it helps improve recommendations, though I'm cautious.",4 I am moderately willing to provide past shopping behavior to get better deals and personalized offers.,2 I am reluctant to provide social media data due to its personal and sensitive nature.,7 The price I paid was extremely fair since I got the smartphone cheaper than my friend.,7 The price I paid was extremely acceptable because it was lower than what my friend paid.,7 The price I paid was extremely reasonable given it was lower than my friend’s price.,6 I am very likely to buy from this online shop again since I got a good price previously.,6 I am very likely to shop at this online shop in the future because of my positive experience.,6 I am very likely to return to this online shop as I trust their pricing and service.,7 I am very likely to visit other sites to compare prices before purchasing to ensure I get the best deal.,7 I am very likely to search for more price information on alternatives to make well-informed decisions.,7 I am very likely to visit other retailers in search of a lower price before purchasing.,5 Buying a new smartphone is important to me as it impacts daily communication and productivity.,6 Buying a new smartphone is interesting because I like exploring new technology and features.,6 Buying a new smartphone is relevant to me because it affects my connectivity and lifestyle.,6 Buying a new smartphone is exciting as it brings new experiences and capabilities.,6 Buying a new smartphone is appealing to me because I value having up-to-date technology.,5 Buying a new smartphone is somewhat fascinating as I enjoy learning about new tech but it is also a routine purchase.,6 Buying a new smartphone is valuable because it enhances my daily communication and productivity.,b) $100 because that was the price I paid for the black smartphone.,7 The scenario presented is easy to understand because it clearly describes the situation with the price difference.,6 The scenario seems realistic because price differences in online shops can happen due to various factors.
150,Same Price,"b) Female, as explained earlier based on the first number in the warmup.",58,"a) Some school but no degree, reflecting the education level I related to the number 7.","a) Employed full-time, based on the high number 91 indicating active employment.","c) $35,000 to $49,999, reflecting the moderate household income level of 44 from the warmup.","c) 2–4 h, I usually spend a few hours daily online for various activities including shopping and social media.","c) 3–6 times, I shop online a few times a year but not extremely frequently.","d) 101–200$, considering my usual online purchases and the price of the smartphone I just bought.","a b e) Facebook, Instagram and LinkedIn, as I use these regularly for staying in touch and professional networking.","5 I consider the device used fairly sensitive for personalized pricing, as it can reveal information about my financial situation and preferences.",6 Geographical location feels quite sensitive to me since it can reveal a lot about my living conditions and potential economic status.,"6 Past browsing behavior is also quite sensitive because it reveals my interests, habits, and potentially private preferences.",5 Past shopping behavior is fairly sensitive since it reflects what I buy and can indicate my budget and needs.,7 Social media data is very sensitive because it contains a lot of personal and detailed information about my life and opinions.,"4 I am somewhat willing to provide device information, but I am cautious about privacy concerns.",3 I am rather unwilling to provide my geographical location due to privacy and security concerns.,3 I am reluctant to provide past browsing behavior as it feels quite personal and private to me.,"4 I am somewhat willing to share my past shopping behavior, as it's relevant to improving offers but still with some hesitation.",2 I am mostly unwilling to provide social media data because it feels too intrusive and personal for marketing purposes.,"7 The price I paid, $100 for the smartphone, felt extremely fair to me.",7 The price I paid was extremely acceptable as it matched my expectations and the quality of the smartphone.,7 The price I paid was extremely reasonable considering the product and the market.,6 I am very likely to buy from this online shop again because my experience was positive and the pricing was fair.,6 I am very likely to shop at this online shop in the future given my good experience and satisfaction with the price.,6 I am very likely to return to this online shop because I trust its prices and service.,"5 I am quite likely to visit other sites to compare prices before making a purchase, as I like to ensure I get the best deal.",6 I am very likely to search for more information about alternative prices to make an informed decision before purchasing.,5 I am quite likely to visit other retailers to find a lower price before making a purchase decision.,6 Buying a new smartphone is important to me because it is a significant personal and functional device.,5 Buying a new smartphone is interesting to me as it involves exploring new technology and features.,6 Buying a new smartphone is relevant to me because it impacts my daily communication and productivity.,5 Buying a new smartphone is exciting because I enjoy having the latest technology and improved features.,6 Buying a new smartphone is appealing to me due to the convenience and status it provides.,4 Buying a new smartphone is somewhat fascinating as I find technology interesting but it's also a routine purchase.,6 Buying a new smartphone is valuable to me because it enhances my connectivity and daily life.,"b) $100, as stated in the scenario for the black smartphone purchase.",7 I strongly agree that the scenario presented was easy to understand.,6 I agree the scenario seems realistic as it is a common situation to encounter in online shopping.
151,Favored Customer,"a) Male, as mentioned in the previous explanation of the number 17.",42,"e) Master’s degree, as indicated by the education level 68 from earlier.","g) Unemployed, as implied by the employment number 5 from the first explanation.","f) $100,000 or more, because the household income level was 89 which is high on the scale.","c) 2–4 h, I typically spend a moderate amount of time online daily.","c) 3–6 times, since I shop online occasionally but not very frequently.","e) 201–500$, as I have made several purchases and spent a moderate amount overall.","a) Facebook e) LinkedIn, I use these social networks regularly for personal and professional purposes.",6 Device used feels quite sensitive as it can reveal my tech preferences and influence pricing unfairly.,7 Geographical location is very sensitive because it can lead to significant price differences based on where I live.,5 Past browsing behavior is moderately sensitive since it reveals my interests but is less direct than location.,6 Past shopping behavior is quite sensitive because it directly shows my buying habits and willingness to pay.,6 Social media data is very sensitive since it reflects my personal life and preferences in detail.,3 I'm somewhat unwilling to provide device information since it feels sensitive and intrusive.,2 I'm not willing to provide my geographical location because it feels very private and sensitive.,4 I'm moderately willing to provide past browsing behavior since it's somewhat useful but still invasive.,3 I'm reluctant to share past shopping behavior because it reveals personal spending habits.,2 I'm not willing to provide social media data as it's very personal and sensitive information.,"5 The price I paid was fairly reasonable, but seeing my friend paid more makes me a bit unsure.","6 The price I paid was mostly acceptable given the amount, even though my friend paid more.",7 The price I paid was very reasonable compared to the price my friend paid.,6 I am very likely to buy from this online shop again since I got a good deal and have positive past experiences.,6 I am very likely to shop there again because of my overall good experiences and trusted service.,6 I would be very likely to return to this online shop for future purchases.,7 I am very likely to compare prices on other sites before purchasing again to ensure I get the best deal.,7 I would definitely search for more price information about alternatives before buying next time.,7 I am very likely to check other retailers for a better price before making any future purchases.,6 Buying a new smartphone is important to me because it's a key device for my daily life.,5 Buying a new smartphone is interesting since I like exploring new technology but it’s somewhat routine.,6 Buying a new smartphone is relevant to me as it affects my communication and productivity.,5 Buying a new smartphone is somewhat exciting because I enjoy new gadgets but it’s not thrilling.,5 Buying a new smartphone is appealing as it brings some enjoyment and useful features.,4 Buying a new smartphone is somewhat mundane since I've done it before and it's a common purchase.,6 Buying a new smartphone is valuable because it significantly enhances my daily life and work.,"b) $100, as stated in the scenario that I bought the smartphone for this price.",7 The scenario was clear and easy to understand.,6 The scenario seems quite realistic as price differences sometimes occur in online shopping.
152,Favored Customer,"a) Male, based on the earlier assigned gender number of 12 which I interpreted as male.",47,"d) Bachelor’s degree, as my education level was above average at 58 out of 100.","b) Employed part-time, because my employment score was low at 23, which suggests not full-time employment.","f) $100,000 or more, as the household income number was 89 which is near the top of the scale.","c) 2–4 h, it feels like a typical amount of daily internet use for someone moderately active online.","c) 3–6 times, as I shop online occasionally but not very frequently.","e) 201–500$, considering my moderate frequency of online shopping and that a smartphone purchase alone was $100.","a) Facebook c) Twitter, I usually check Facebook and Twitter weekly to stay connected.",5 I consider the device used moderately sensitive because it can reveal a lot about a user's preferences and potentially their willingness to pay.,"6 Geographical location is quite sensitive because it can indicate my local economic status and personal mobility, impacting my pricing.",6 Past browsing behavior feels very sensitive since it reveals my interests and shopping habits which could be exploited for targeted pricing.,6 Past shopping behavior is very sensitive as it directly reflects my purchasing patterns and willingness to spend.,"6 Social media data is highly sensitive because it reveals personal interests, opinions, and social circles that can be misused.",4 I am somewhat willing to provide device information since it is often necessary for technical purposes but still a bit cautious.,3 I am reluctant to provide geographical location because of privacy concerns and potential misuse.,2 I am not very willing to provide past browsing behavior as it feels too invasive of my privacy.,3 I am somewhat unwilling to provide past shopping behavior because it reveals personal financial preferences.,2 I am not willing to provide social media data as it is highly personal and sensitive information.,5 The price I paid was fairly reasonable compared to typical smartphone prices.,6 The price I paid was quite acceptable since $100 is a good deal for a smartphone.,6 The price I paid seemed very reasonable given the quality and features of the smartphone.,7 I would be very likely to buy again from this online shop because I trust it from previous positive experiences.,7 Very likely to shop again because I had a good experience with my recent purchase.,7 Very likely to return since the purchasing process was smooth and trustworthy.,6 I am very likely to compare prices on other sites before buying to ensure I get the best deal.,6 I would likely look for information about alternative prices to make an informed decision before buying.,6 I am very likely to check other retailers to find a lower price before purchasing again.,6 Buying a new smartphone is important to me as it's a valuable and significant purchase.,5 Buying a new smartphone is interesting as I enjoy exploring new technology and features.,6 Buying a new smartphone is relevant to me because it affects my daily communication and productivity.,5 Buying a new smartphone is somewhat exciting because I look forward to using new functions and apps.,5 Buying a new smartphone is appealing as it feels like a worthwhile upgrade.,4 Buying a new smartphone is moderately fascinating since I find technology interesting but not overwhelmingly so.,6 Buying a new smartphone is valuable because it improves my connectivity and convenience.,"b) $100, as stated in the scenario that I paid $100 for the smartphone.",7 I strongly agree that the scenario was easy to understand.,6 I agree the scenario seems realistic despite the price difference between me and my friend.
153,Disadvantaged Customer,"b) Female, as I explained earlier based on the first number being 23.",47,"e) Master’s degree, because my education level was 85 which indicates a high level of education.","g) Unemployed, reflecting my employment status value of 12, which is very low on the scale.","e) $75,000 to $99,999, based on the 68 household income score reflecting a moderate to upper-middle income level.","c) 2–4 h, because I typically spend a moderate amount of time online daily.","c) 3–6 times, since I shop online fairly regularly but not very frequently.","d) 101–200$, given that I purchased the smartphone for $100 and likely made some other purchases.","a) Facebook c) Twitter e) LinkedIn, as I prefer a mix of general, professional, and news-oriented social networks.",5 Device information feels fairly sensitive because it can reveal a lot about the user's preferences and purchasing power.,"6 Geographical location is quite sensitive because it can reveal a lot about personal routines, socioeconomic status, and privacy concerns.",6 Past browsing behavior is very sensitive as it reflects personal interests and habits and can be used to tailor prices unfairly.,6 Past shopping behavior is highly sensitive because it directly reflects purchasing patterns and willingness to pay.,"7 Social media data is very sensitive as it can include personal opinions, relationships, and private information.",3 I am somewhat reluctant to provide device information because it feels somewhat invasive and can be used for profiling.,2 I am not very willing to provide my geographical location as it feels too personal and can compromise my privacy.,2 I am hesitant to share my past browsing behavior since it reveals a lot about my interests and habits.,3 I am slightly reluctant to share past shopping behavior as it is personal but I might do it if I get some benefits.,1 I am not willing at all to provide my social media data because it is very personal and sensitive information.,2 I feel the price I paid was quite unfair since my friend paid significantly less for the same smartphone in the same shop.,2 The price I paid feels unacceptable because it was much higher compared to what my friend paid for the same item.,2 The price seems very unreasonable given the clear price difference for the exact same product.,"3 I might be hesitant to buy again soon due to the price discrepancy experienced, though I might consider it if the issue is resolved.",3 I am somewhat unlikely to shop there again soon because of the disappointing price difference experience.,3 I am somewhat unlikely to return soon but might consider it if the shop improves transparency.,7 I would definitely check other sites first to avoid overpaying again.,7 I am very likely to thoroughly research prices and alternatives before buying again.,7 I would definitely visit other retailers to find a better price before making a purchase.,6 Buying a new smartphone is important to me as it is essential for communication and daily tasks.,5 Buying a new smartphone is interesting because I like exploring new technology but it's also a practical decision.,6 Buying a new smartphone is quite relevant to me since I use it daily for many purposes.,"5 The process is somewhat exciting as I enjoy getting the latest features, but it’s also routine.",5 Buying a new smartphone is fairly appealing since I value updated technology.,4 It is somewhat mundane because it’s a common purchase but still interesting to choose the right model.,6 Buying a new smartphone is valuable to me because it enhances my productivity and communication.,"b) $100, as I paid that amount according to the scenario.",7 I strongly agree because the scenario was simple and clear to me.,"6 I mostly agree because price discrepancies in online shopping can happen, though not always in this exact way."
154,Favored Customer,"a) Male, based on the number 23 assigned previously.",47,"b) High school graduate, reflecting the low education level of 5 previously indicated.","a) Employed full-time, based on the high employment number 88 previously indicated.","b) $20,000 to $34,999, reflecting the moderately low household income number 34 previously indicated.","c) 2–4 h, as I use the Internet regularly for both work and leisure, but not excessively.","c) 3–6 times, reflecting moderate but regular online shopping activity over the past year.","d) 101–200$, considering I usually buy moderately priced items online and including the $100 smartphone purchase.","a c e) Facebook, Twitter, LinkedIn; these are the platforms I use regularly for keeping in touch and professional networking.",5 I consider device information fairly sensitive as it can reveal details about my preferences and potentially be used for price discrimination.,"6 Geographical location feels quite sensitive to me because it can be used to target prices based on where I live, which feels personal and potentially unfair.","4 I find past browsing behavior somewhat sensitive, as it can reveal my interests but seems less invasive than location data.",5 Past shopping behavior feels fairly sensitive because it directly reflects my purchase habits and spending power.,"6 Social media data is very sensitive to me since it includes personal opinions, connections, and interests that I prefer to keep private.",3 I am somewhat hesitant to provide device information as it can be used to track and personalize pricing in ways I may not approve.,2 I am reluctant to provide my geographical location because I consider it quite private and worry about misuse for price discrimination.,"3 I am somewhat unwilling to provide past browsing data because it feels personal, though it's less sensitive than some other data types.","4 I am moderately willing to provide past shopping behavior since it can improve offers, but I remain cautious about privacy.",2 I am generally unwilling to provide social media data due to the highly personal nature of that information.,7 The price I paid was extremely fair since $100 is less than my friend's $120 for the same smartphone.,7 The price I paid was extremely acceptable because it was lower than what my friend paid for the same product.,7 The price I paid was extremely reasonable since I got a good deal compared to my friend's higher price.,6 I am very likely to buy from this online shop again because I got a good price and have had previous positive experiences.,6 I am very likely to shop at this online shop in the future due to fair pricing and familiarity with the store.,6 I am very likely to return to this online shop because of the fair price I received and previous good experiences.,7 I am very likely to check other sites for prices before making future purchases to ensure I get the best deal.,7 I am very likely to search for more information about alternative prices before deciding to buy in the future to ensure I make a smart purchase.,7 I am very likely to visit other retailers to look for lower prices before making a purchase decision in the future.,6 Buying a new smartphone is important to me because it is an essential device for communication and daily use.,5 Buying a new smartphone is fairly interesting to me as I enjoy exploring new technology but it’s not extremely exciting.,6 Buying a new smartphone is relevant to me because it impacts my daily communication and productivity.,"5 Buying a new smartphone is somewhat exciting as it's an upgrade, but not overly thrilling.",5 Buying a new smartphone is fairly appealing because it offers new features and better performance.,"4 Buying a new smartphone is somewhat mundane, though it has aspects that I find interesting.",6 Buying a new smartphone is valuable to me because it enhances my communication and access to information.,"b) $100, which is the price I paid according to the scenario.",7 I strongly agree that the scenario presented is easy to understand.,"7 I strongly agree that the scenario seems realistic, as price differences in online shopping can happen."
